# t_phys, cir150, cir750, cir1550, total_mass
0, 0, 0, 0, 394
0.0106666666667, -0.00910051595821, -0.00328428399927, 0.0120337779096, 381.328180679
0.0213333333333, 0.0442455660402, -0.00361809817873, -0.00173707511686, 381.380405553
0.032, 0.239036006231, 0.00217116408537, -0.00107280835463, 381.789689721
0.0426666666667, 0.440782344917, -0.0010018513729, 0.00242848585252, 381.495215318
0.0533333333333, 0.564436198691, -0.00152210131653, -0.00128611137275, 380.507411753
0.064, 0.617808508664, 0.000810020368262, -0.000387518136335, 381.032942357
0.0746666666667, 0.581374261669, -0.00038298096941, -0.000836036159413, 380.573419775
0.0853333333333, 0.512592030902, -0.00010211664047, -0.000410736481393, 380.369306409
0.096, 0.457403154149, 0.000741482911775, -9.31138010513e-05, 380.311803368
0.106666666667, 0.41061749953, -0.000336483038525, 0.000599374622929, 380.304266124
0.117333333333, 0.371992794028, 0.000120077539185, -0.000436663647943, 380.053060533
0.128, 0.34052677527, 4.7009689289e-05, 4.74167057997e-05, 380.054891337
0.138666666667, 0.312805702204, -3.46382851955e-05, -0.000234127018356, 379.986604871
0.149333333333, 0.289935536535, 1.23000470728e-05, -5.65341340841e-05, 379.863662814
0.16, 0.269643236641, 3.12865784148e-05, -0.000188806747348, 379.783139806
0.170666666667, 0.252396458584, -0.000162659257042, -5.97386218515e-05, 379.745956987
0.181333333333, 0.236907236201, 0.000172890349524, -3.69248005773e-05, 379.659625493
0.192, 0.223178218929, 0.000584419736825, -2.55832779197e-05, 379.616156451
0.202666666667, 0.211590212199, -0.00189952323232, 6.33801561541e-05, 379.563293592
0.213333333333, 0.200880711414, -0.00492479858443, -8.4852185993e-06, 379.512947607
0.224, 0.19112428971, 0.00633657293814, -2.59798274304e-05, 379.462826653
0.234666666667, 0.182478702488, 0.0406274361281, -2.56882596647e-06, 379.420422594
0.245333333333, 0.174254851123, 0.0855850208125, 8.91495257707e-06, 379.37608894
0.256, 0.166635086938, 0.125339154926, 1.74569799724e-05, 379.336320455
0.266666666667, 0.159616026288, 0.15128593056, 1.71786411382e-06, 379.29821733
